line_id,file_path,line_number,original_line,translated_line
line_600,config.py,255,# 优先使用 PANEL_PASSWORD，如果没有则使用通用 PASSWORD 保证兼容性,# $id_667 PANEL_PASSWORD$id_665 PASSWORD $id_666
line_601,config.py,260,# 兼容性：使用通用密码,# $id_668
line_602,config.py,305,兼容性模式：启用后所有system消息全部转换成user，停用system_instructions。,$id_669system$id_670user$id_671system_instructions$id_672
line_603,config.py,306,该选项可能会降低模型理解能力，但是能避免流式空回的情况。,$id_673
line_604,config.py,323,控制是否将思维链返回到前端。,$id_674
line_605,config.py,324,启用后，思维链会在响应中返回；禁用后，思维链会在响应中被过滤掉。,$id_675
line_606,config.py,341,控制antigravity非流式请求是否使用流式API并收集为完整响应。,$id_678antigravity$id_676API$id_677
line_607,config.py,342,启用后，非流式请求将在后端使用流式API，然后收集所有块后再返回完整响应。,$id_680API$id_679
line_608,config.py,359,用于Google OAuth2认证的代理URL。,$id_14Google OAuth2$id_59URL$id_672
line_609,config.py,376,用于Google APIs调用的代理URL。,$id_14Google APIs$id_60URL$id_672
line_610,config.py,393,用于Google Cloud Resource Manager API的URL。,$id_14Google Cloud Resource Manager API$id_61URL$id_672
line_611,config.py,412,用于Google Cloud Service Usage API的URL。,$id_14Google Cloud Service Usage API$id_61URL$id_672
line_612,config.py,429,用于Google Antigravity API的URL。,$id_14Google Antigravity API$id_61URL$id_672
line_613,darwin-install.sh,2,# macOS 安装脚本 (支持 Intel 和 Apple Silicon),# macOS $id_681 ($id_56 Intel $id_15 Apple Silicon)
line_614,darwin-install.sh,4,# 确保 Homebrew 已安装,# $id_683 Homebrew $id_682
line_615,darwin-install.sh,6,"echo ""未检测到 Homebrew，开始安装...""","echo ""$id_685 Homebrew$id_684..."""
line_616,darwin-install.sh,9,# 检测 Homebrew 安装路径并设置环境变量,# $id_687 Homebrew $id_686
line_617,darwin-install.sh,19,# 更新 brew 并安装 git,# $id_689 brew $id_688 git
line_618,darwin-install.sh,23,# 安装 uv (Python 环境管理工具),# $id_691 uv (Python $id_690)
line_619,darwin-install.sh,26,# 确保 uv 在 PATH 中,# $id_683 uv $id_429 PATH $id_692
line_620,darwin-install.sh,29,# 克隆或进入项目目录,# $id_693
line_621,darwin-install.sh,31,# 已经在目标目录,# $id_694
line_622,darwin-install.sh,40,# 拉取最新代码,# $id_695
line_623,darwin-install.sh,43,# 创建并同步虚拟环境,# $id_696
line_624,darwin-install.sh,46,# 激活虚拟环境,# $id_697
line_625,darwin-install.sh,50,"echo ""❌ 未找到虚拟环境，请检查 uv 是否安装成功""","echo ""❌ $id_698 uv $id_699"""
line_626,darwin-install.sh,54,# 启动项目,# $id_700
line_627,docs/README_EN.md,9,[中文](../README.md) | English,[$id_190](../README.md) | English
line_628,docs/README_EN.md,186,- **Fake Streaming Mode**: Add `-假流式` suffix to any model name,- **Fake Streaming Mode**: Add `-$id_121` suffix to any model name
line_629,docs/README_EN.md,187,- Example: `gemini-2.5-pro-假流式`,- Example: `gemini-2.5-pro-$id_121`
line_630,docs/README_EN.md,189,- **Streaming Anti-truncation Mode**: Add `流式抗截断/` prefix to model name,- **Streaming Anti-truncation Mode**: Add `$id_80/` prefix to model name
line_631,docs/README_EN.md,190,- Example: `流式抗截断/gemini-2.5-pro`,- Example: `$id_80/gemini-2.5-pro`
line_632,docs/README_EN.md,934,"""model"": ""流式抗截断/gemini-2.5-pro"",","""model"": ""$id_80/gemini-2.5-pro"","
line_633,front/common.js,2,// GCLI2API 控制面板公共JavaScript模块,// GCLI2API $id_701JavaScript$id_702
line_634,front/common.js,6,// 全局状态管理,// $id_703
line_635,front/common.js,9,// 认证相关,// $id_704
line_636,front/common.js,14,// Antigravity认证,// Antigravity$id_251
line_637,front/common.js,18,// 凭证管理,// $id_705
line_638,front/common.js,22,// 文件上传,// $id_706
line_639,front/common.js,26,// 配置管理,// $id_707
line_640,front/common.js,30,// 日志管理,// $id_708
line_641,front/common.js,36,// 使用统计,// $id_709
line_642,front/common.js,39,// 冷却倒计时,// $id_710
line_643,front/common.js,44,// 凭证管理器工厂,// $id_711
line_644,front/common.js,62,// API端点,// API$id_58
line_645,front/common.js,80,// 获取mode参数,// $id_712mode$id_226
line_646,front/common.js,83,// DOM元素ID前缀,// DOM$id_713ID$id_365
line_647,front/common.js,85,"// 普通凭证的ID首字母小写,如 credsLoading","// $id_714ID$id_715,$id_716 credsLoading"
line_648,front/common.js,86,"// Antigravity的ID是 antigravity + 首字母大写,如 antigravityCredsLoading","// Antigravity$id_61ID$id_150 antigravity + $id_717,$id_716 antigravityCredsLoading"
line_649,front/common.js,93,// 刷新凭证列表,// $id_718
line_650,front/common.js,128,// 使用后端返回的全局统计数据,// $id_719
line_651,front/common.js,132,// 兼容旧版本后端,// $id_720
line_652,front/common.js,140,let msg = `已加载 ${data.total} 个${type === 'antigravity' ? 'Antigravity' : ''}凭证文件`;,let msg = `$id_722 ${data.total} $id_723${type === 'antigravity' ? 'Antigravity' : ''}$id_721`;
line_653,front/common.js,142,msg += ` (筛选: ${this.currentStatusFilter === 'enabled' ? '仅启用' : '仅禁用'})`;,msg += ` ($id_726: ${this.currentStatusFilter === 'enabled' ? '$id_724' : '$id_725'})`;
line_654,front/common.js,146,"showStatus(`加载失败: ${data.detail || data.error || '未知错误'}`, 'error');","showStatus(`$id_728: ${data.detail || data.error || '$id_727'}`, 'error');"
line_655,front/common.js,149,"showStatus(`网络错误: ${error.message}`, 'error');","showStatus(`$id_729: ${error.message}`, 'error');"
line_656,front/common.js,155,// 计算统计数据（仅用于兼容旧版本后端）,// $id_730
line_657,front/common.js,167,// 更新统计显示,// $id_731
line_658,front/common.js,174,// 渲染凭证列表,// $id_732
line_659,front/common.js,182,const msg = this.totalCount === 0 ? '暂无凭证文件' : '当前筛选条件下暂无数据';,const msg = this.totalCount === 0 ? '$id_734' : '$id_733';
line_660,front/common.js,197,// 获取总页数,// $id_735
line_661,front/common.js,202,// 更新分页信息,// $id_736
line_662,front/common.js,209,`第 ${this.currentPage} 页，共 ${totalPages} 页 (显示 ${startItem}-${endItem}，共 ${this.totalCount} 项)`;,`$id_742 ${this.currentPage} $id_737 ${totalPages} $id_740 ($id_739 ${startItem}-${endItem}$id_738 ${this.totalCount} $id_741)`;
line_663,front/common.js,215,// 切换页面,// $id_743
line_664,front/common.js,224,// 改变每页大小,// $id_744
line_665,front/common.js,231,// 应用状态筛选,// $id_745
line_666,front/common.js,242,// 更新批量控件,// $id_746
line_667,front/common.js,245,document.getElementById(this.getElementId('SelectedCount')).textContent = `已选择 ${selectedCount} 项`;,document.getElementById(this.getElementId('SelectedCount')).textContent = `$id_747 ${selectedCount} $id_741`;
line_668,front/common.js,274,// 凭证操作,// $id_748
line_669,front/common.js,286,"showStatus(data.message || `操作成功: ${action}`, 'success');","showStatus(data.message || `$id_749: ${action}`, 'success');"
line_670,front/common.js,289,"showStatus(`操作失败: ${data.detail || data.error || '未知错误'}`, 'error');","showStatus(`$id_750: ${data.detail || data.error || '$id_727'}`, 'error');"
line_671,front/common.js,292,"showStatus(`网络错误: ${error.message}`, 'error');","showStatus(`$id_729: ${error.message}`, 'error');"
line_672,front/common.js,296,// 批量操作,// $id_751
line_673,front/common.js,301,"showStatus('请先选择要操作的文件', 'error');","showStatus('$id_752', 'error');"
line_674,front/common.js,305,"const actionNames = { enable: '启用', disable: '禁用', delete: '删除' };","const actionNames = { enable: '$id_126', disable: '$id_300', delete: '$id_753' };"
line_675,front/common.js,307,? `确定要删除选中的 ${selectedFiles.length} 个文件吗？\n注意：此操作不可恢复！`,? `$id_755 ${selectedFiles.length} $id_756\n$id_754`
line_676,front/common.js,308,: `确定要${actionNames[action]}选中的 ${selectedFiles.length} 个文件吗？`;,: `$id_757${actionNames[action]}$id_758 ${selectedFiles.length} $id_756`;
line_677,front/common.js,313,"showStatus(`正在执行批量${actionNames[action]}操作...`, 'info');","showStatus(`$id_759${actionNames[action]}$id_760...`, 'info');"
line_678,front/common.js,325,"showStatus(`批量操作完成：成功处理 ${successCount}/${selectedFiles.length} 个文件`, 'success');","showStatus(`$id_761 ${successCount}/${selectedFiles.length} $id_762`, 'success');"
line_679,front/common.js,330,"showStatus(`批量操作失败: ${data.detail || data.error || '未知错误'}`, 'error');","showStatus(`$id_763: ${data.detail || data.error || '$id_727'}`, 'error');"
line_680,front/common.js,333,"showStatus(`批量操作网络错误: ${error.message}`, 'error');","showStatus(`$id_764: ${error.message}`, 'error');"
line_681,front/common.js,340,// 文件上传管理器工厂,// $id_765
line_682,front/common.js,351,"// 普通上传的ID首字母小写,如 fileList","// $id_766ID$id_715,$id_716 fileList"
line_683,front/common.js,352,"// Antigravity的ID是 antigravity + 首字母大写,如 antigravityFileList","// Antigravity$id_61ID$id_150 antigravity + $id_717,$id_716 antigravityFileList"
line_684,front/common.js,373,"showStatus(`文件 ${file.name} 格式不支持，只支持JSON和ZIP文件`, 'error');","showStatus(`$id_112 ${file.name} $id_767JSON$id_15ZIP$id_112`, 'error');"
line_685,front/common.js,399,const fileType = isZip ? ' (ZIP压缩包)' : ' (JSON文件)';,const fileType = isZip ? ' (ZIP$id_768)' : ' (JSON$id_112)';
line_686,front/common.js,408,"<button class=""remove-btn"" onclick=""${type === 'antigravity' ? 'removeAntigravityFile' : 'removeFile'}(${index})"">删除</button>","<button class=""remove-btn"" onclick=""${type === 'antigravity' ? 'removeAntigravityFile' : 'removeFile'}(${index})"">$id_753</button>"
line_687,front/common.js,426,"showStatus('请选择要上传的文件', 'error');","showStatus('$id_769', 'error');"
line_688,front/common.js,440,"showStatus('正在上传并解压ZIP文件...', 'info');","showStatus('$id_770ZIP$id_112...', 'info');"
line_689,front/common.js,445,xhr.timeout = 300000; // 5分钟,xhr.timeout = 300000; // 5$id_771
line_690,front/common.js,459,"showStatus(`成功上传 ${data.uploaded_count} 个${type === 'antigravity' ? 'Antigravity' : ''}文件`, 'success');","showStatus(`$id_772 ${data.uploaded_count} $id_723${type === 'antigravity' ? 'Antigravity' : ''}$id_112`, 'success');"
line_691,front/common.js,463,"showStatus('上传失败: 服务器响应格式错误', 'error');","showStatus('$id_774: $id_773', 'error');"
line_692,front/common.js,468,"showStatus(`上传失败: ${error.detail || error.error || '未知错误'}`, 'error');","showStatus(`$id_774: ${error.detail || error.error || '$id_727'}`, 'error');"
line_693,front/common.js,470,"showStatus(`上传失败: HTTP ${xhr.status}`, 'error');","showStatus(`$id_774: HTTP ${xhr.status}`, 'error');"
line_694,front/common.js,476,"showStatus(`上传失败：连接中断 - 可能原因：文件过多(${this.selectedFiles.length}个)或网络不稳定。建议分批上传。`, 'error');","showStatus(`$id_776 - $id_777(${this.selectedFiles.length}$id_723)$id_775`, 'error');"
line_695,front/common.js,481,"showStatus('上传失败：请求超时 - 文件处理时间过长，请减少文件数量或检查网络连接', 'error');","showStatus('$id_779 - $id_778', 'error');"
line_696,front/common.js,489,"showStatus(`上传失败: ${error.message}`, 'error');","showStatus(`$id_774: ${error.message}`, 'error');"
line_697,front/common.js,496,// 工具函数,// $id_780
line_698,front/common.js,501,// 清除之前的定时器,// $id_781
line_699,front/common.js,506,// 创建新的 toast,// $id_782 toast
line_700,front/common.js,510,// 强制重绘以触发动画,// $id_783
line_701,front/common.js,514,// 3秒后淡出并移除,// 3$id_784
line_702,front/common.js,519,"}, 300); // 等待淡出动画完成","}, 300); // $id_785"
line_703,front/common.js,550,// 凭证卡片创建（通用）,// $id_786
line_704,front/common.js,557,// 卡片样式,// $id_787
line_705,front/common.js,560,// 状态徽章,// $id_788
line_706,front/common.js,563,"? '<span class=""status-badge disabled"">已禁用</span>'","? '<span class=""status-badge disabled"">$id_789</span>'"
line_707,front/common.js,564,": '<span class=""status-badge enabled"">已启用</span>';",": '<span class=""status-badge enabled"">$id_790</span>';"
line_708,front/common.js,567,"statusBadges += `<span class=""error-codes"">错误码: ${status.error_codes.join(', ')}</span>`;","statusBadges += `<span class=""error-codes"">$id_791: ${status.error_codes.join(', ')}</span>`;"
line_709,front/common.js,573,"statusBadges += '<span class=""status-badge"" style=""background-color: #28a745; color: white;"">无错误</span>';","statusBadges += '<span class=""status-badge"" style=""background-color: #28a745; color: white;"">$id_792</span>';"
line_710,front/common.js,576,// 模型级冷却状态,// $id_793
line_711,front/common.js,594,"statusBadges += `<span class=""cooldown-badge"" style=""background-color: #17a2b8;"" title=""模型: ${item.fullModel}"">🔧 ${item.model}: ${item.time}</span>`;","statusBadges += `<span class=""cooldown-badge"" style=""background-color: #17a2b8;"" title=""$id_794: ${item.fullModel}"">🔧 ${item.model}: ${item.time}</span>`;"
line_712,front/common.js,599,"statusBadges += `<span class=""cooldown-badge"" style=""background-color: #17a2b8;"" title=""其他模型:\n${remainingModels}"">+${remaining}</span>`;","statusBadges += `<span class=""cooldown-badge"" style=""background-color: #17a2b8;"" title=""$id_795:\n${remainingModels}"">+${remaining}</span>`;"
line_713,front/common.js,604,// 路径ID,// $id_796ID
line_714,front/common.js,607,// 操作按钮,// $id_797
line_715,front/common.js,610,"? `<button class=""cred-btn enable"" data-filename=""${filename}"" data-action=""enable"">启用</button>`","? `<button class=""cred-btn enable"" data-filename=""${filename}"" data-action=""enable"">$id_126</button>`"
line_716,front/common.js,611,": `<button class=""cred-btn disable"" data-filename=""${filename}"" data-action=""disable"">禁用</button>`",": `<button class=""cred-btn disable"" data-filename=""${filename}"" data-action=""disable"">$id_300</button>`"
line_717,front/common.js,613,"<button class=""cred-btn view"" onclick=""toggle${managerType === 'antigravity' ? 'Antigravity' : ''}CredDetails('${pathId}')"">查看内容</button>","<button class=""cred-btn view"" onclick=""toggle${managerType === 'antigravity' ? 'Antigravity' : ''}CredDetails('${pathId}')"">$id_798</button>"
line_718,front/common.js,614,"<button class=""cred-btn download"" onclick=""download${managerType === 'antigravity' ? 'Antigravity' : ''}Cred('${filename}')"">下载</button>","<button class=""cred-btn download"" onclick=""download${managerType === 'antigravity' ? 'Antigravity' : ''}Cred('${filename}')"">$id_799</button>"
line_719,front/common.js,615,"<button class=""cred-btn email"" onclick=""fetch${managerType === 'antigravity' ? 'Antigravity' : ''}UserEmail('${filename}')"">查看账号邮箱</button>","<button class=""cred-btn email"" onclick=""fetch${managerType === 'antigravity' ? 'Antigravity' : ''}UserEmail('${filename}')"">$id_800</button>"
line_720,front/common.js,616,"${managerType === 'antigravity' ? `<button class=""cred-btn"" style=""background-color: #17a2b8;"" onclick=""toggleAntigravityQuotaDetails('${pathId}')"" title=""查看该凭证的额度信息"">查看额度</button>` : ''}","${managerType === 'antigravity' ? `<button class=""cred-btn"" style=""background-color: #17a2b8;"" onclick=""toggleAntigravityQuotaDetails('${pathId}')"" title=""$id_801"">$id_802</button>` : ''}"
line_721,front/common.js,617,"<button class=""cred-btn"" style=""background-color: #ff9800;"" onclick=""verify${managerType === 'antigravity' ? 'Antigravity' : ''}ProjectId('${filename}')"" title=""重新获取Project ID，可恢复403错误"">检验</button>","<button class=""cred-btn"" style=""background-color: #ff9800;"" onclick=""verify${managerType === 'antigravity' ? 'Antigravity' : ''}ProjectId('${filename}')"" title=""$id_804Project ID$id_803403$id_806"">$id_805</button>"
line_722,front/common.js,618,"<button class=""cred-btn delete"" data-filename=""${filename}"" data-action=""delete"">删除</button>","<button class=""cred-btn delete"" data-filename=""${filename}"" data-action=""delete"">$id_753</button>"
line_723,front/common.js,621,// 邮箱信息,// $id_807
line_724,front/common.js,624,": '<div class=""cred-email"" style=""font-size: 12px; color: #999; margin-top: 2px; font-style: italic;"">未获取邮箱</div>';",": '<div class=""cred-email"" style=""font-size: 12px; color: #999; margin-top: 2px; font-style: italic;"">$id_808</div>';"
line_725,front/common.js,641,"<div class=""cred-content"" data-filename=""${filename}"" data-loaded=""false"">点击""查看内容""按钮加载文件详情...</div>","<div class=""cred-content"" data-filename=""${filename}"" data-loaded=""false"">$id_810""$id_798""$id_809...</div>"
line_726,front/common.js,646,"点击""查看额度""按钮加载额度信息...","$id_810""$id_802""$id_811..."
line_727,front/common.js,652,// 添加事件监听,// $id_812
line_728,front/common.js,658,if (confirm(`确定要删除${managerType === 'antigravity' ? ' Antigravity ' : ''}凭证文件吗？\n${fn}`)) {,if (confirm(`$id_814${managerType === 'antigravity' ? ' Antigravity ' : ''}$id_813\n${fn}`)) {
line_729,front/common.js,671,// 凭证详情切换,// $id_815
line_730,front/common.js,693,contentDiv.textContent = '正在加载文件内容...';,contentDiv.textContent = '$id_816...';
line_731,front/common.js,706,contentDiv.textContent = '无法加载文件内容: ' + (data.error || data.detail || '未知错误');,contentDiv.textContent = '$id_817: ' + (data.error || data.detail || '$id_727');
line_732,front/common.js,709,contentDiv.textContent = '加载文件内容失败: ' + error.message;,contentDiv.textContent = '$id_818: ' + error.message;
line_733,front/common.js,716,// 登录相关函数,// $id_819
line_734,front/common.js,722,"showStatus('请输入密码', 'error');","showStatus('$id_820', 'error');"
line_735,front/common.js,740,"showStatus('登录成功', 'success');","showStatus('$id_821', 'success');"
line_736,front/common.js,741,// 显示面板后初始化滑块,// $id_822
line_737,front/common.js,744,"showStatus(`登录失败: ${data.detail || data.error || '未知错误'}`, 'error');","showStatus(`$id_823: ${data.detail || data.error || '$id_727'}`, 'error');"
line_738,front/common.js,747,"showStatus(`网络错误: ${error.message}`, 'error');","showStatus(`$id_729: ${error.message}`, 'error');"
line_739,front/common.js,768,"showStatus('自动登录成功', 'success');","showStatus('$id_824', 'success');"
line_740,front/common.js,769,// 显示面板后初始化滑块,// $id_822
line_741,front/common.js,788,"showStatus('已退出登录', 'info');","showStatus('$id_825', 'info');"
line_742,front/common.js,798,// 标签页切换,// $id_826
line_743,front/common.js,801,// 更新滑块位置,// $id_827
line_744,front/common.js,807,// 获取按钮位置和容器宽度,// $id_828
line_745,front/common.js,812,// 使用 left 和 right 同时控制，确保动画同步,// $id_463 left $id_15 right $id_829
line_746,front/common.js,819,// 首次加载时不使用动画,// $id_830
line_747,front/common.js,823,// 强制重绘后恢复过渡,// $id_831
line_748,front/common.js,829,// 初始化滑块位置,// $id_832
line_749,front/common.js,837,// 页面加载和窗口大小变化时初始化滑块,// $id_833
line_750,front/common.js,845,// 获取当前活动的内容区域,// $id_834
line_751,front/common.js,849,// 如果点击的是当前标签页，不做任何操作,// $id_835
line_752,front/common.js,852,// 找到目标标签按钮,// $id_836
line_753,front/common.js,856,// 移除所有标签页的active状态,// $id_837active$id_838
line_754,front/common.js,859,// 添加当前点击标签的active状态,// $id_839active$id_838
line_755,front/common.js,862,// 更新滑块位置（带动画）,// $id_840
line_756,front/common.js,866,// 淡出当前内容,// $id_841
line_757,front/common.js,868,// 设置淡出过渡,// $id_842
line_758,front/common.js,879,// 淡入新内容,// $id_843
line_759,front/common.js,881,// 先设置初始状态（在添加 active 类之前）,// $id_844 active $id_845
line_760,front/common.js,884,targetContent.style.transition = 'none'; // 暂时禁用过渡,targetContent.style.transition = 'none'; // $id_846
line_761,front/common.js,886,// 添加 active 类使元素可见,// $id_848 active $id_847
line_762,front/common.js,889,// 使用双重 requestAnimationFrame 确保浏览器完成重绘,// $id_850 requestAnimationFrame $id_849
line_763,front/common.js,892,// 启用过渡并应用最终状态,// $id_851
line_764,front/common.js,897,// 清理内联样式并执行数据加载,// $id_852
line_765,front/common.js,903,// 动画完成后触发数据加载,// $id_853
line_766,front/common.js,911,// 如果没有当前内容（首次加载），直接显示目标内容,// $id_854
line_767,front/common.js,914,// 直接触发数据加载,// $id_855
line_768,front/common.js,920,// 标签页数据加载（从动画中分离出来）,// $id_856
line_769,front/common.js,930,// OAuth认证相关函数,// OAuth$id_857
line_770,front/common.js,938,btn.textContent = '正在获取认证链接...';,btn.textContent = '$id_858...';
line_771,front/common.js,942,"showStatus(projectId ? '使用指定的项目ID生成认证链接...' : '将尝试自动检测项目ID，正在生成认证链接...', 'info');","showStatus(projectId ? '$id_861ID$id_862...' : '$id_860ID$id_859...', 'info');"
line_772,front/common.js,958,? '认证链接已生成（将在认证完成后自动检测项目ID），请点击链接完成授权',? '$id_863ID$id_864'
line_773,front/common.js,959,: `认证链接已生成（项目ID: ${data.detected_project_id}），请点击链接完成授权`;,: `$id_865ID: ${data.detected_project_id}$id_864`;
line_774,front/common.js,963,"showStatus(`错误: ${data.error || '获取认证链接失败'}`, 'error');","showStatus(`$id_806: ${data.error || '$id_866'}`, 'error');"
line_775,front/common.js,966,"showStatus(`网络错误: ${error.message}`, 'error');","showStatus(`$id_729: ${error.message}`, 'error');"
line_776,front/common.js,969,btn.textContent = '获取认证链接';,btn.textContent = '$id_867';
line_777,front/common.js,975,"showStatus('请先获取认证链接并完成授权', 'error');","showStatus('$id_868', 'error');"
line_778,front/common.js,981,btn.textContent = '等待OAuth回调中...';,btn.textContent = '$id_870OAuth$id_869...';
line_779,front/common.js,984,"showStatus('正在等待OAuth回调，这可能需要一些时间...', 'info');","showStatus('$id_872OAuth$id_871...', 'info');"
line_780,front/common.js,1000,? `✅ 认证成功！项目ID已自动检测为: ${data.credentials.project_id}，文件已保存到: ${data.file_path}`,? `✅ $id_873ID$id_875: ${data.credentials.project_id}$id_874: ${data.file_path}`
line_781,front/common.js,1001,: `✅ 认证成功！文件已保存到: ${data.file_path}`;,: `✅ $id_876: ${data.file_path}`;
line_782,front/common.js,1007,"let projectOptions = ""请选择一个项目：\n\n"";","let projectOptions = ""$id_877\n\n"";"
line_783,front/common.js,1011,projectOptions += `\n请输入序号 (1-${data.available_projects.length}):`;,projectOptions += `\n$id_878 (1-${data.available_projects.length}):`;
line_784,front/common.js,1018,btn.textContent = '重新尝试获取认证文件';,btn.textContent = '$id_879';
line_785,front/common.js,1019,"showStatus(`使用选择的项目重新尝试...`, 'info');","showStatus(`$id_880...`, 'info');"
line_786,front/common.js,1023,"showStatus('无效的选择，请重新开始认证', 'error');","showStatus('$id_881', 'error');"
line_787,front/common.js,1026,const userProjectId = prompt('无法自动检测项目ID，请手动输入您的Google Cloud项目ID:');,const userProjectId = prompt('$id_883ID$id_882Google Cloud$id_884ID:');
line_788,front/common.js,1029,btn.textContent = '重新尝试获取认证文件';,btn.textContent = '$id_879';
line_789,front/common.js,1030,"showStatus('使用手动输入的项目ID重新尝试...', 'info');","showStatus('$id_885ID$id_886...', 'info');"
line_790,front/common.js,1034,"showStatus('需要项目ID才能完成认证，请重新开始并输入正确的项目ID', 'error');","showStatus('$id_888ID$id_887ID', 'error');"
line_791,front/common.js,1037,"showStatus(`❌ 错误: ${data.error || '获取认证文件失败'}`, 'error');","showStatus(`❌ $id_806: ${data.error || '$id_889'}`, 'error');"
line_792,front/common.js,1040,"showStatus(`网络错误: ${error.message}`, 'error');","showStatus(`$id_729: ${error.message}`, 'error');"
line_793,front/common.js,1043,btn.textContent = '获取认证文件';,btn.textContent = '$id_890';
line_794,front/common.js,1048,// Antigravity 认证相关函数,// Antigravity $id_857
line_795,front/common.js,1053,btn.textContent = '生成认证链接中...';,btn.textContent = '$id_891...';
line_796,front/common.js,1056,"showStatus('正在生成 Antigravity 认证链接...', 'info');","showStatus('$id_892 Antigravity $id_893...', 'info');"
line_797,front/common.js,1075,"showStatus('✅ Antigravity 认证链接已生成！请点击链接完成授权', 'success');","showStatus('✅ Antigravity $id_894', 'success');"
line_798,front/common.js,1077,"showStatus(`❌ 错误: ${data.error || '生成认证链接失败'}`, 'error');","showStatus(`❌ $id_806: ${data.error || '$id_895'}`, 'error');"
line_799,front/common.js,1080,"showStatus(`网络错误: ${error.message}`, 'error');","showStatus(`$id_729: ${error.message}`, 'error');"
line_800,front/common.js,1083,btn.textContent = '获取 Antigravity 认证链接';,btn.textContent = '$id_712 Antigravity $id_893';
line_801,front/common.js,1089,"showStatus('请先获取 Antigravity 认证链接并完成授权', 'error');","showStatus('$id_897 Antigravity $id_896', 'error');"
line_802,front/common.js,1095,btn.textContent = '等待OAuth回调中...';,btn.textContent = '$id_870OAuth$id_869...';
line_803,front/common.js,1098,"showStatus('正在等待 Antigravity OAuth回调...', 'info');","showStatus('$id_872 Antigravity OAuth$id_589...', 'info');"
line_804,front/common.js,1112,"showStatus(`✅ Antigravity 认证成功！文件已保存到: ${data.file_path}`, 'success');","showStatus(`✅ Antigravity $id_876: ${data.file_path}`, 'success');"
line_805,front/common.js,1114,"showStatus(`❌ 错误: ${data.error || '获取认证文件失败'}`, 'error');","showStatus(`❌ $id_806: ${data.error || '$id_889'}`, 'error');"
line_806,front/common.js,1117,"showStatus(`网络错误: ${error.message}`, 'error');","showStatus(`$id_729: ${error.message}`, 'error');"
line_807,front/common.js,1120,btn.textContent = '获取 Antigravity 凭证';,btn.textContent = '$id_712 Antigravity $id_100';
line_808,front/common.js,1136,// 回调URL处理,// $id_589URL$id_590
line_809,front/common.js,1187,"showStatus('请输入回调URL', 'error');","showStatus('$id_898URL', 'error');"
line_810,front/common.js,1192,"showStatus('请输入有效的URL（以http://或https://开头）', 'error');","showStatus('$id_899URL$id_901http://$id_413https://$id_900', 'error');"
line_811,front/common.js,1197,"showStatus('❌ 这不是有效的回调URL！请确保：\n1. 已完成Google OAuth授权\n2. 复制的是浏览器地址栏的完整URL\n3. URL包含code和state参数', 'error');","showStatus('❌ $id_903URL$id_904\n1. $id_905Google OAuth$id_907\n2. $id_902URL\n3. URL$id_906code$id_15state$id_226', 'error');"
line_812,front/common.js,1201,"showStatus('正在从回调URL获取凭证...', 'info');","showStatus('$id_908URL$id_909...', 'info');"
line_813,front/common.js,1215,"showStatus(result.message || '从回调URL获取凭证成功！', 'success');","showStatus(result.message || '$id_592URL$id_910', 'success');"
line_814,front/common.js,1219,"showStatus('需要手动指定项目ID，请在高级选项中填入Google Cloud项目ID后重试', 'error');","showStatus('$id_912ID$id_911Google Cloud$id_884ID$id_913', 'error');"
line_815,front/common.js,1221,let msg = '<br><strong>可用项目：</strong><br>';,let msg = '<br><strong>$id_914</strong><br>';
line_816,front/common.js,1225,"showStatus('检测到多个项目，请在高级选项中指定项目ID：' + msg, 'error');","showStatus('$id_915ID$id_212' + msg, 'error');"
line_817,front/common.js,1227,"showStatus(result.error || '从回调URL获取凭证失败', 'error');","showStatus(result.error || '$id_592URL$id_916', 'error');"
line_818,front/common.js,1232,"showStatus(`从回调URL获取凭证失败: ${error.message}`, 'error');","showStatus(`$id_592URL$id_916: ${error.message}`, 'error');"
line_819,front/common.js,1240,"showStatus('请输入回调URL', 'error');","showStatus('$id_898URL', 'error');"
line_820,front/common.js,1245,"showStatus('请输入有效的URL（以http://或https://开头）', 'error');","showStatus('$id_899URL$id_901http://$id_413https://$id_900', 'error');"
line_821,front/common.js,1250,"showStatus('❌ 这不是有效的回调URL！请确保包含code和state参数', 'error');","showStatus('❌ $id_903URL$id_917code$id_15state$id_226', 'error');"
line_822,front/common.js,1254,"showStatus('正在从回调URL获取 Antigravity 凭证...', 'info');","showStatus('$id_908URL$id_712 Antigravity $id_100...', 'info');"
line_823,front/common.js,1266,"showStatus(result.message || '从回调URL获取 Antigravity 凭证成功！', 'success');","showStatus(result.message || '$id_592URL$id_712 Antigravity $id_918', 'success');"
line_824,front/common.js,1270,"showStatus(result.error || '从回调URL获取 Antigravity 凭证失败', 'error');","showStatus(result.error || '$id_592URL$id_712 Antigravity $id_919', 'error');"
line_825,front/common.js,1275,"showStatus(`从回调URL获取 Antigravity 凭证失败: ${error.message}`, 'error');","showStatus(`$id_592URL$id_712 Antigravity $id_919: ${error.message}`, 'error');"
line_826,front/common.js,1280,// 全局兼容函数（供HTML调用）,// $id_920HTML$id_921
line_827,front/common.js,1282,// 普通凭证管理,// $id_922
line_828,front/common.js,1318,"showStatus(`已下载文件: ${filename}`, 'success');","showStatus(`$id_923: ${filename}`, 'success');"
